game_id,name,game_slug,price,release_date,platform,description,developer,publisher,genres,Average hours played
90,Q.U.B.E. 2,q-u-b-e-2,24.99,2018-03-18T15:00:00.000Z,Windows,"As stranded archaeologist, Amelia Cross, you must solve the puzzles of this mysterious world and find a way back home.",Toxic Games,Ten Hut Games,"ACTION,PUZZLE",14900.85
91,Far Cry 5 Standard Edition,far-cry-5,59.99,2018-03-27T10:00:00.000Z,Windows,"Welcome to Hope County, Montana, land of the free and the brave but also home to a fanatical doomsday cult known as the Project at Eden’s Gate.",Ubisoft,Ubisoft,"ACTION,FPS,OPEN_WORLD",10515.62
92,Minit,minit,9.99,2018-04-03T15:00:00.000Z,"Windows,Mac",Minit is a peculiar little adventure played sixty seconds at a time.," JW, Kitty, Jukio, and Dom",Devolver Digital,"PUZZLE,INDIE",35768.66
93,Tom Clancy's Ghost Recon Wildlands Standard Edition,ghost-recon-wildlands,49.99,2018-04-10T15:00:00.000Z,Windows,"Create a team with up to 3 friends in Tom Clancy’s Ghost Recon® Wildlands and enjoy the ultimate military shooter experience set in a massive, dangerous, and responsive open world.",Ubisoft,Ubisoft,"SHOOTER,OPEN_WORLD,CO_OP",46816.02
94,City of Brass,city-of-brass,19.99,2018-05-04T15:00:00.000Z,Windows,"Become a daring thief in City of Brass, a first-person action adventure from senior BioShock developers.  Armed with scimitar and a versatile whip, you’ll lash and slash, bait and trap your way to the heart of an opulent, Arabian Nights-themed metropolis – or face certain deat...",Uppercut Games,Uppercut Games,"ROGUE_LITE,FIRST_PERSON,ACTION",42698.70
95,Moonlighter,moonlighter,19.99,2018-05-29T15:00:00.000Z,"Windows,Mac","During a long-passed archaeological excavation, a set of Gates were discovered. People quickly realized that these ancient passages lead to different realms and dimensions – providing brave and reckless adventurers with treasures beyond measure. Rynoka, a small commercial vill...",Digital Sun Games,11 Bit Studios,"ROGUE_LIKE,RPG",8873.50
96,Vampyr,vampyr,39.99,2018-06-05T15:00:00.000Z,Windows,CURSED BE THE CHOICE…,DONTNOD Entertainment,Focus Entertainment,"ACTION,RPG,SINGLE_PLAYER",14804.93
97,GNOG,gnog,9.99,2018-06-17T15:00:00.000Z,Windows,"GNOG is a 3D puzzle game set in a tactile world of toys and secrets. Point, click, grab, poke, spin, pull, and play with uniquely charming monster heads as you explore the hidden worlds inside them. Filled with eye-catching designs, playful interactions, and a rich, reactive s...",Ko-Op,Ko-Op,"INDIE,PUZZLE",52106.66
98,Battalion 1944 Development Toolkit,battalion,0.00,2018-07-06T12:12:00.000Z,Windows,Enlist today to become a part of the Battalion 1944 modding community! Install the BATTALION 1944 Development Toolkit to start creating maps based around your favourite game modes. The Toolkit comes with all the tools players will need to start creating their own levels - alon...,,,,57968.16
99,Overcooked,overcooked,16.99,2018-08-07T15:00:00.000Z,"Windows,Win32",Crazy Co-op Cooking Action!,Ghost Town Games Ltd.,team17,"ACTION,INDIE,SIMULATION",31305.23
100,The Walking Dead: Final Season,walking-dead-final-season,19.99,2018-08-14T15:00:00.000Z,Windows,"After years on the road facing threats both living and dead, a secluded school might finally be Clementine and AJ’s chance for a home. But protecting it will mean sacrifice. In this gripping, emotional final season, your choices define your relationships, shape your world, and...",Telltale Games,Skybound Games,"SINGLE_PLAYER,NARRATION,ADVENTURE",28622.85
101,7 Billion Humans,7-billion-humans,14.99,2018-08-23T15:00:00.000Z,"Windows,Mac OS",Your own parallel computer... made of people, Tomorrow Corporation, Tomorrow Corporation,"INDIE,PUZZLE,PROGRAMMING",16057.49
102,Donut County,donut-county,12.99,2018-08-28T15:00:00.000Z,"Windows,Mac","Donut County is a story-based physics puzzle game where you play as an ever-growing hole in the ground. Meet cute characters, steal their trash, and throw them in a hole.  Where Trash is Treasure Raccoons have taken over Donut County with remote-controlled trash-stealing holes...",Ben Esposito,Annapurna Interactive,"INDIE,NARRATION,PUZZLE",16453.46
103,Speed Brawl,speed-brawl,19.99,2018-09-18T15:00:00.000Z,Windows,"Speed Brawl is a 2D combat-racer about moving fast and hitting hard! Maintain your momentum, build combos, and unleash powerful moves. Find your own fighting style, and assemble the best team of brawlers ever seen. Then do it all again faster. Faster. FASTER!",Double Stallion Games,Double Stallion Games,"ACTION,PLATFORMER,FIGHTING",40425.49
104,Assassins Creed Odyssey Standard Edition,assassins-creed-odyssey,59.99,2018-10-05T15:00:00.000Z,Windows,"From outcast to living legend, embark on an odyssey to uncover the secrets of your past and change the fate of Ancient Greece",Ubisoft,Ubisoft,"ACTION,RPG",35411.74
105,Jackbox Party Pack 3,jackbox-party-pack-3,24.99,2018-10-18T15:00:00.000Z,"Windows,Mac,Win32",The threequel to the party game phenomenon features FIVE new sense-shattering games!  1) The say-anything sequel Quiplash 2 (3-8 players). Play all new questions or make your own! 2) The deadly quiz show Trivia Murder Party (1-8 players). Match wits with a trivia-obsessed kill...,Jackbox Games,Jackbox Games,"CASUAL,PARTY,TRIVIA",15955.51
106,Bad North,bad-north,14.99,2018-11-16T11:00:00.000Z,"Windows,Mac",![Bad North Image](https://cdn2.unrealengine.com/Diesel%2Fproductv2%2Fbad-north%2Fhome%2Fabout-1024x865-434a624a315470d8d4e98226e0bdc16ccb3e4b5b.png),Plausible Concept,Raw Fury,"STRATEGY,ACTION,ROGUE_LITE",58740.45
107,Darksiders III,darksiders3,59.99,2018-11-27T14:00:00.000Z,Windows,"Return to an apocalyptic Earth in Darksiders III, a hack-n-slash Action Adventure where players assume the role of FURY in her quest to hunt down and dispose of the Seven Deadly Sins.  The most unpredictable and enigmatic of the Four Horsemen, FURY must succeed where many have...",Gunfire Games,THQ Nordic,"ACTION,SINGLE_PLAYER,ADVENTURE",20501.45
108,RollerCoaster Tycoon Adventures,rollercoaster-tycoon-adventures,29.99,2018-11-29T15:00:00.000Z,Windows,Family Friendly Tycoon Fun!,Nvizzio Creations,Atari,"SINGLE_PLAYER,SIMULATION",40263.60
109,Mutant Year Zero: Road to Eden,mutant-year-zero,34.99,2018-12-04T15:00:00.000Z,Windows,"Mankind has been eradicated by climate change, nuclear war, and pandemics. Will your team of mutants survive the Zone?  Mutant Year Zero: Road to Eden is a tactical adventure game combining turn-based combat with real-time exploration, story, stealth, and strategy.",The Bearded Ladies,Funcom,RPG,14879.46
110,Shadow Tactics: Blades of the Shogun,shadow-tactics,39.99,2018-12-06T12:00:00.000Z,Windows,"Shadow Tactics is a hardcore tactical stealth game set in Japan around the Edo period. A new Shogun seizes power over Japan and enforces nationwide peace. He recruits five specialists with extraordinary skills for assassination, sabotage and espionage.",Mimimi Games,Daedalic Entertainment,"STEALTH,STRATEGY,SINGLE_PLAYER",30444.96
111,Hello Neighbor: Hide and Seek,hello-neighbor-hide-and-seek,29.99,2018-12-07T14:00:00.000Z,Windows,Hello Neighbor: Hide and Seek follows the tragic story of the Neighbor’s family in this dramatic prequel to Hello Neighbor. Experience playing a game of hide-and-seek with your brother as you both deal with a loss of a family member.,tinyBuild Games,tinyBuild Games,"ACTION,STEALTH",41280.81
112,Ashen,ashen,39.99,2018-12-07T14:00:00.000Z,Windows,"Ashen is an open world co-op action RPG about a wanderer in search of a place to call home.   Passive Co-Op Multiplayer As you adventure through Ashen, you'll occasionally encounter other players in a massive open world, akin to the passive multiplayer of Journey. It's up to y...",A44,Annapurna Interactive,"ACTION,ROLE_PLAYING,CO_OP,RPG",24575.96
113,Hello Neighbor,hello-neighbor,29.99,2018-12-08T12:00:00.000Z,,Hello Neighbor is a Stealth Horror Game about sneaking into your neighbor's house and figuring out what he's hiding in the basement. Play against an advanced AI that learns from your actions.,,,,36666.74
114,My Time At Portia,my-time-at-portia,29.99,2019-01-15T14:00:00.000Z,Windows,Start a new life in the enchanting town of Portia!,Pathea Games,Team17,"OPEN_WORLD,SINGLE_PLAYER",40064.60
115,Oxenfree,oxenfree,9.99,2019-01-15T15:00:00.000Z,Windows,Choose Your Fate…,Night School Studio,Night School Studio,"SINGLE_PLAYER,NARRATION,INDIE",8871.80
116,Flower,flower,6.99,2019-02-14T15:00:00.000Z,Windows,"Experience award-winning Flower, now available on the Epic Games Store.  Originally developed by thatgamecompany, Flower lets you take control of the wind as you explore and navigate beautiful, lush environments using motion controls. Journey through varied landscapes at your ...",thatgamecompany,Annapurna Interactive,"ADVENTURE,EXPLORATION,CASUAL",38518.04
117,Metro Exodus Standard Edition,metro-exodus,29.99,2019-02-15T15:00:00.000Z,"Windows,Mac","Flee the shattered ruins of the Moscow Metro and embark on an epic, continent-spanning journey across the post-apocalyptic Russian wilderness. Explore vast, non-linear levels, lose yourself in an immersive, sandbox survival experience, and follow a thrilling story-line that sp...",4A Games,Deep Silver,"SINGLE_PLAYER,FPS,SHOOTER",17243.29
118,Far Cry New Dawn Standard Edition,far-cry-new-dawn,39.99,2019-02-15T16:00:00.000Z,Windows,"Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources",Ubisoft,Ubisoft,"OPEN_WORLD,FPS,ACTION",48208.22
119,Trials Rising Standard Edition,trials-rising,19.99,2019-02-26T15:00:00.000Z,,Explore over-the-top action and physics-bending motorcycle racing in the latest opus of the Trials franchise.,Ubisoft | RedLynx,Ubisoft,MULTIPLAYER,13757.22
120,APE OUT,ape-out,14.99,2019-02-28T11:00:00.000Z,Windows,"APE OUT is a wildly intense and stylized smash em up about primal escape, rhythmic violence & frenetic jazz. Build up near unstoppable momentum and use your captors as both weapons + shields to crush everyone on your procedurally generated path to freedom","Gabe Cuzzillo,Bennett Foddy,Matt Boch",Devolver Digital,"ACTION,INDIE",31621.78
121,Helium Rain,helium-rain,0.00,2019-03-01T14:00:00.000Z,Windows,"Build your fleet, trade, explore and conquer",Deimos Games,Deimos Games,,39542.17
122,Operencia: The Stolen Sun,operencia,29.99,2019-03-08T15:00:00.000Z,Windows,"Operencia: The Stolen Sun embraces everything you love about classic first-person dungeon-crawlers, enhancing the old-school turn-based RPG experience with modern sensibilities. Gather your team of memorable characters and guide them through a world inspired by Central Europea...",Zen Studios,Zen Studios,"RPG,SINGLE_PLAYER,DUNGEON_CRAWLER",10378.02
123,The Division 2 Standard Edition,the-division-2,29.99,2019-03-15T15:00:00.000Z,Windows,"In Tom Clancy’s The Division®2, the fate of the free world is on the line.   Lead a team of elite agents into a post-pandemic Washington DC to restore order and prevent the collapse of the city.",Ubisoft,Ubisoft,"MULTIPLAYER,ACTION,RPG",22004.36
124,Satisfactory,satisfactory,29.99,2019-03-19T14:00:00.000Z,Windows,"Satisfactory is a first-person open-world factory building game with a dash of exploration and combat. Play alone or with friends, explore an alien planet, create multi-story factories, and enter conveyor belt heaven!",Coffee Stain Studios,Coffee Stain Publishing,"OPEN_WORLD,FIRST_PERSON,SIMULATION",28983.80
125,Outward,outward,39.99,2019-03-26T14:00:00.000Z,Windows,"No remarkable journey is achieved without great effort. Outward is an open-world RPG where the cold of the night or an infected wound can be as dangerous as a predator lurking in the dark. Explore the vast world of Aurai, embark on memorable adventures alone or with your frien...",Nine Dots Studio,PRIME MATTER,"MULTIPLAYER,RPG,SINGLE_PLAYER",9034.96
126,Assassin's Creed® III: Remastered,assassins-creed-3,39.99,2019-03-29T15:00:00.000Z,Windows,"Relive the American Revolution or experience it for the first time in Assassin's Creed® III Remastered, with enhanced graphics and improved gameplay mechanics.  Also includes Assassin's Creed Liberation remastered and all solo DLC content.",Ubisoft,Ubisoft,"ACTION,RPG",13035.05
127,Totally Accurate Battle Simulator,totally-accurate-battle-simulator,19.99,2019-04-01T11:00:00.000Z,"Windows,Mac","Be the leader of wobblers from ancient lands, spooky places & fantasy worlds. Watch them fight in simulations made with the wobbliest physics system ever made, make your own wobblers, and send your army off to fight your friends in multiplayer.",Landfall Games,Landfall Games,"STRATEGY,PHYSICS,SIMULATION",11556.54
128,Dangerous Driving,dangerous-driving,29.99,2019-04-09T14:00:00.000Z,Windows,"Now available - take the fight online against 5 other players.  From the creative talent behind the genre-defining Burnout series, Dangerous Driving puts aggression back into the racing genre, recapturing the spirit of the past and taking it to a new place. Dangerous Driving i...",Three Fields Entertainment,Three Fields Entertainment,"RACING,SINGLE_PLAYER,MULTIPLAYER",9056.12
129,Close To The Sun,close-to-the-sun,19.99,2019-05-02T14:00:00.000Z,Windows,"Deep in international waters, Tesla’s Helios stands still. An unbound utopia for scientific research, Rose Archer steps aboard in search of her sister, quickly to discover not all is as it seems. A single word covers the entrance… QUARANTINE!",Storm in a Teacup,Wired Productions,"HORROR,FIRST_PERSON,ADVENTURE",30560.65
130,Shakedown - Hawaii,shakedown-hawaii,19.99,2019-05-07T15:00:00.000Z,"Windows,Win32",Business in the Front. Bodies in the Back.,VBlank Entertainment,VBlank Entertainment,"ACTION,SINGLE_PLAYER",19547.75
131,Diesel Brothers: Truck Building Simulator Editor,diesel-brothers-truck-building-simulator-editor,0.00,2019-05-10T08:00:00.000Z,,"Tuning trucks is all about eye-catching designs.   When you're in the need for a particular part, but just can't find it anywhere in the shop - make it yourself! Impress your customers and fan followers with one of a kind rims, astonishing exhaust tips, and other unique parts.",,,,61380.07
132,A Plague Tale: Innocence,a-plague-tale-innocence,39.99,2019-05-14T15:00:00.000Z,,"Follow the grim tale of young Amicia and her little brother Hugo, in a heartrending journey through the darkest hours of history. Hunted by Inquisition soldiers and surrounded by unstoppable swarms of rats, they will come to know and trust each other.",Asobo Studio,Focus Entertainment,"ACTION,ADVENTURE",26218.36
133,Observation,observation,24.99,2019-05-21T15:00:00.000Z,Windows,"Observation is a sci-fi thriller uncovering what happened to Dr. Emma Fisher, and the crew of her mission, through the lens of the station’s artificial intelligence S.A.M.   Players assume the role of S.A.M. by operating the station’s control systems, cameras, and tools to ass...",No Code,Devolver Digital,"SINGLE_PLAYER,NARRATION",14313.78
134,Outer Wilds,outerwilds,24.99,2019-05-28T15:00:00.000Z,Windows,"Outer Wilds is an open world mystery about a solar system trapped in an endless time loop.   Welcome to the Space Program! You’re the newest recruit of Outer Wilds Ventures, a fledgling space program searching for answers in a strange, constantly evolving solar system.   Myste...",Mobius Digital,Annapurna Interactive,"SINGLE_PLAYER,NARRATION,SPACE_SIM",33903.24
